"year","mean","location","age","per1000"
2007,0.0571848234278486,"Cambodia","Under 5",57.1848234278486
2008,0.0529331296205749,"Cambodia","Under 5",52.9331296205749
2009,0.0493005366094993,"Cambodia","Under 5",49.3005366094993
2010,0.046154823134267,"Cambodia","Under 5",46.154823134267
2011,0.0430723493698011,"Cambodia","Under 5",43.0723493698011
2012,0.0403207101969512,"Cambodia","Under 5",40.3207101969512
2013,0.0379372591315469,"Cambodia","Under 5",37.9372591315469
2014,0.0357760346944833,"Cambodia","Under 5",35.7760346944833
2015,0.0337750851962921,"Cambodia","Under 5",33.7750851962921
2016,0.0318789597891256,"Cambodia","Under 5",31.8789597891256
1970,0.0590120611523364,"Cambodia","Neonatal",59.0120611523364
1971,0.0584682917658359,"Cambodia","Neonatal",58.4682917658359
1972,0.0578834244349153,"Cambodia","Neonatal",57.8834244349153
1973,0.0583573231598328,"Cambodia","Neonatal",58.3573231598328
1974,0.0586295167986243,"Cambodia","Neonatal",58.6295167986243
1975,0.0689658483001649,"Cambodia","Neonatal",68.965848300165
1976,0.0685131454737532,"Cambodia","Neonatal",68.5131454737532
1977,0.0684206698847639,"Cambodia","Neonatal",68.4206698847639
1978,0.0682849365869423,"Cambodia","Neonatal",68.2849365869424
1979,0.0683298652221711,"Cambodia","Neonatal",68.3298652221711
1980,0.0518157626816577,"Cambodia","Neonatal",51.8157626816577
1981,0.0507898151517352,"Cambodia","Neonatal",50.7898151517352
1982,0.049689720017869,"Cambodia","Neonatal",49.689720017869
1983,0.0486094243919479,"Cambodia","Neonatal",48.6094243919479
1984,0.0475367571874101,"Cambodia","Neonatal",47.5367571874101
1985,0.0465360673449812,"Cambodia","Neonatal",46.5360673449812
1986,0.0457203174656597,"Cambodia","Neonatal",45.7203174656597
1987,0.0444056566819774,"Cambodia","Neonatal",44.4056566819774
1988,0.0433430859412407,"Cambodia","Neonatal",43.3430859412407
1989,0.0425018100289206,"Cambodia","Neonatal",42.5018100289206
1990,0.0418381046105214,"Cambodia","Neonatal",41.8381046105214
1991,0.0412776232073523,"Cambodia","Neonatal",41.2776232073523
