"year","mean","location","age"
1950,0.218452578664168,"East Asia","Under 5"
1950,0.0359090363364565,"East Asia","Neonatal"
1950,0.0202208034285477,"East Asia","Neonatal"
1951,0.209491056168063,"East Asia","Under 5"
1951,0.0339543708037308,"East Asia","Neonatal"
1951,0.0189632383928631,"East Asia","Neonatal"
1952,0.202920526600727,"East Asia","Under 5"
1952,0.0334005507599855,"East Asia","Neonatal"
1952,0.0184940773106055,"East Asia","Neonatal"
1953,0.197508805754646,"East Asia","Under 5"
1953,0.0329002781590078,"East Asia","Neonatal"
1953,0.018061810906318,"East Asia","Neonatal"
1954,0.19353238163887,"East Asia","Under 5"
1954,0.0325618984589768,"East Asia","Neonatal"
1954,0.0177278216095683,"East Asia","Neonatal"
1955,0.189014019111692,"East Asia","Under 5"
1955,0.0322455867523267,"East Asia","Neonatal"
1955,0.0174054536373217,"East Asia","Neonatal"
1956,0.183211113428487,"East Asia","Under 5"
1956,0.031536700767334,"East Asia","Neonatal"
1956,0.0168835444909895,"East Asia","Neonatal"
1957,0.177780084658929,"East Asia","Under 5"
1957,0.0309117281241031,"East Asia","Neonatal"
1957,0.0164157368329698,"East Asia","Neonatal"
1958,0.253282597784252,"East Asia","Under 5"
1958,0.030229798329022,"East Asia","Neonatal"
1958,0.0167831016841175,"East Asia","Neonatal"
1959,0.37183908761449,"East Asia","Under 5"
1959,0.0298701906543433,"East Asia","Neonatal"
1959,0.0179640209438714,"East Asia","Neonatal"
1960,0.562402844156318,"East Asia","Under 5"
1960,0.0304863906448767,"East Asia","Neonatal"
1960,0.0219471638499717,"East Asia","Neonatal"
1961,0.298983129870945,"East Asia","Under 5"
1961,0.0287367962039007,"East Asia","Neonatal"
1961,0.016214993924603,"East Asia","Neonatal"
1962,0.173588464682941,"East Asia","Under 5"
1962,0.0282129263457809,"East Asia","Neonatal"
1962,0.0145590226189655,"East Asia","Neonatal"
1963,0.149380878263801,"East Asia","Under 5"
1963,0.0278453068460066,"East Asia","Neonatal"
1963,0.0140988507553367,"East Asia","Neonatal"
1964,0.144152556428008,"East Asia","Under 5"
1964,0.0272177416056531,"East Asia","Neonatal"
1964,0.0136409377888768,"East Asia","Neonatal"
1965,0.138346326834808,"East Asia","Under 5"
1965,0.0264640667274574,"East Asia","Neonatal"
1965,0.0131053154021225,"East Asia","Neonatal"
1966,0.132696862323831,"East Asia","Under 5"
1966,0.0257068652374063,"East Asia","Neonatal"
1966,0.0125782298714033,"East Asia","Neonatal"
1967,0.127833241692102,"East Asia","Under 5"
1967,0.0250546117435893,"East Asia","Neonatal"
1967,0.0121334996448419,"East Asia","Neonatal"
1968,0.123542745257993,"East Asia","Under 5"
1968,0.0244962044372171,"East Asia","Neonatal"
1968,0.0117478659186579,"East Asia","Neonatal"
1969,0.118695309231379,"East Asia","Under 5"
1969,0.0238554773824466,"East Asia","Neonatal"
1969,0.0113133069009677,"East Asia","Neonatal"
1970,0.113448020009191,"East Asia","Under 5"
1970,0.0231514298703098,"East Asia","Neonatal"
1970,0.0108446501786214,"East Asia","Neonatal"
1971,0.108366892872625,"East Asia","Under 5"
1971,0.0224701227839619,"East Asia","Neonatal"
1971,0.0104007744195771,"East Asia","Neonatal"
1972,0.103756109330944,"East Asia","Under 5"
1972,0.0218171688892655,"East Asia","Neonatal"
1972,0.0100043172957861,"East Asia","Neonatal"
1973,0.0992732519412837,"East Asia","Under 5"
1973,0.0211252691766393,"East Asia","Neonatal"
1973,0.00960711225342659,"East Asia","Neonatal"
1974,0.0950951874015049,"East Asia","Under 5"
1974,0.0204350033425711,"East Asia","Neonatal"
1974,0.00921833649963719,"East Asia","Neonatal"
1975,0.0903764797345666,"East Asia","Under 5"
1975,0.0195739544300504,"East Asia","Neonatal"
1975,0.00877478180482038,"East Asia","Neonatal"
1976,0.0872024706927246,"East Asia","Under 5"
1976,0.0187868710297834,"East Asia","Neonatal"
1976,0.00841340698799758,"East Asia","Neonatal"
1977,0.0826405501644359,"East Asia","Under 5"
1977,0.0180468932732516,"East Asia","Neonatal"
1977,0.00805955318244543,"East Asia","Neonatal"
1978,0.0789823627781948,"East Asia","Under 5"
1978,0.0172916592147116,"East Asia","Neonatal"
1978,0.00773144935737908,"East Asia","Neonatal"
1979,0.0758193431375228,"East Asia","Under 5"
1979,0.01664374545199,"East Asia","Neonatal"
1979,0.00744293463922909,"East Asia","Neonatal"
1980,0.0727827309059823,"East Asia","Under 5"
1980,0.0161061864589629,"East Asia","Neonatal"
1980,0.00717994500222128,"East Asia","Neonatal"
1981,0.0699722764356222,"East Asia","Under 5"
1981,0.0156289161194292,"East Asia","Neonatal"
1981,0.00692782507142509,"East Asia","Neonatal"
1982,0.0673059718948178,"East Asia","Under 5"
1982,0.0151693026097009,"East Asia","Neonatal"
1982,0.00667339255647696,"East Asia","Neonatal"
1983,0.064881231180665,"East Asia","Under 5"
1983,0.0147542049300425,"East Asia","Neonatal"
1983,0.00643241991535433,"East Asia","Neonatal"
1984,0.0627360631936846,"East Asia","Under 5"
1984,0.0143577475196729,"East Asia","Neonatal"
1984,0.00620808434662302,"East Asia","Neonatal"
1985,0.0604202504373907,"East Asia","Under 5"
1985,0.0139725739338502,"East Asia","Neonatal"
1985,0.00596046861414479,"East Asia","Neonatal"
1986,0.058216046069738,"East Asia","Under 5"
1986,0.0135432991524962,"East Asia","Neonatal"
1986,0.00571235957127978,"East Asia","Neonatal"
1987,0.0566346919640897,"East Asia","Under 5"
1987,0.0132314731030041,"East Asia","Neonatal"
1987,0.00552176056851135,"East Asia","Neonatal"
1988,0.0545102098341673,"East Asia","Under 5"
1988,0.0128167654584627,"East Asia","Neonatal"
1988,0.00528396257209045,"East Asia","Neonatal"
1989,0.0524551841322951,"East Asia","Under 5"
1989,0.0124710786821224,"East Asia","Neonatal"
1989,0.00506086740179745,"East Asia","Neonatal"
1990,0.0507120002024321,"East Asia","Under 5"
1990,0.0121990413855241,"East Asia","Neonatal"
1990,0.00485779967271346,"East Asia","Neonatal"
1991,0.050040998128444,"East Asia","Under 5"
1991,0.0122081566174859,"East Asia","Neonatal"
1991,0.00475952293683908,"East Asia","Neonatal"
1992,0.0482901766716598,"East Asia","Under 5"
1992,0.0120589188670197,"East Asia","Neonatal"
1992,0.00458201288350921,"East Asia","Neonatal"
1993,0.0466404333590473,"East Asia","Under 5"
1993,0.0119070069304397,"East Asia","Neonatal"
1993,0.00442208848999119,"East Asia","Neonatal"
1994,0.0450646437392594,"East Asia","Under 5"
1994,0.0117158730294881,"East Asia","Neonatal"
1994,0.00428131092298287,"East Asia","Neonatal"
1995,0.0456450570402381,"East Asia","Under 5"
1995,0.0115765178260205,"East Asia","Neonatal"
1995,0.00416404536170572,"East Asia","Neonatal"
1996,0.0442767433412115,"East Asia","Under 5"
1996,0.0114183812793493,"East Asia","Neonatal"
1996,0.00403080279292715,"East Asia","Neonatal"
1997,0.0427429097015525,"East Asia","Under 5"
1997,0.0112342042711556,"East Asia","Neonatal"
1997,0.00388091720553449,"East Asia","Neonatal"
1998,0.0410418728126544,"East Asia","Under 5"
1998,0.0110074045311325,"East Asia","Neonatal"
1998,0.00371545908209806,"East Asia","Neonatal"
1999,0.0393658286149574,"East Asia","Under 5"
1999,0.0107567783242259,"East Asia","Neonatal"
1999,0.00354918368166305,"East Asia","Neonatal"
2000,0.0374876930026888,"East Asia","Under 5"
2000,0.0104470872253888,"East Asia","Neonatal"
2000,0.00337149950969567,"East Asia","Neonatal"
2001,0.035567067952913,"East Asia","Under 5"
2001,0.0100890919661602,"East Asia","Neonatal"
2001,0.0031899266610961,"East Asia","Neonatal"
2002,0.0335715603525261,"East Asia","Under 5"
2002,0.00968159474311823,"East Asia","Neonatal"
2002,0.00300515475738677,"East Asia","Neonatal"
2003,0.0292797598850998,"East Asia","Under 5"
2003,0.00921294366456264,"East Asia","Neonatal"
2003,0.00281208837320894,"East Asia","Neonatal"
2004,0.0277349170180367,"East Asia","Under 5"
2004,0.00884367165355952,"East Asia","Neonatal"
2004,0.00265694955934248,"East Asia","Neonatal"
2005,0.0261031787542712,"East Asia","Under 5"
2005,0.00841310257963724,"East Asia","Neonatal"
2005,0.00249165939604812,"East Asia","Neonatal"
2006,0.0244904846263471,"East Asia","Under 5"
2006,0.00794104511821638,"East Asia","Neonatal"
2006,0.00232519383199667,"East Asia","Neonatal"
2007,0.0228923847122622,"East Asia","Under 5"
2007,0.007428930576925,"East Asia","Neonatal"
2007,0.00215583389139044,"East Asia","Neonatal"
2008,0.0217804522597563,"East Asia","Under 5"
2008,0.00696122658647527,"East Asia","Neonatal"
2008,0.00201110747444619,"East Asia","Neonatal"
2009,0.0200893341797125,"East Asia","Under 5"
2009,0.00640886064066025,"East Asia","Neonatal"
2009,0.00184325062056916,"East Asia","Neonatal"
2010,0.0188434068153199,"East Asia","Under 5"
2010,0.00593346218362967,"East Asia","Neonatal"
2010,0.00170546976710694,"East Asia","Neonatal"
2011,0.0178020921776421,"East Asia","Under 5"
2011,0.00555040570081362,"East Asia","Neonatal"
2011,0.00159119730042118,"East Asia","Neonatal"
2012,0.0168858764721079,"East Asia","Under 5"
2012,0.00521397345712263,"East Asia","Neonatal"
2012,0.00148855342382978,"East Asia","Neonatal"
2013,0.0160696148553983,"East Asia","Under 5"
2013,0.00493571319691678,"East Asia","Neonatal"
2013,0.00140404219769116,"East Asia","Neonatal"
2014,0.0156297245881909,"East Asia","Under 5"
2014,0.00478217973835024,"East Asia","Neonatal"
2014,0.0013603692084361,"East Asia","Neonatal"
2015,0.0149574315792518,"East Asia","Under 5"
2015,0.00455189287918021,"East Asia","Neonatal"
2015,0.00130209887772866,"East Asia","Neonatal"
2016,0.0141100269678034,"East Asia","Under 5"
2016,0.00428012037881357,"East Asia","Neonatal"
2016,0.00123903081204333,"East Asia","Neonatal"
2017,0.0132353652164685,"East Asia","Under 5"
2017,0.00401665401552084,"East Asia","Neonatal"
2017,0.00117128761247698,"East Asia","Neonatal"
1950,0.217493851589555,"East Asia","Under 5"
1950,0.0291657611135684,"East Asia","Neonatal"
1950,0.0175638428211623,"East Asia","Neonatal"
1951,0.209083967901703,"East Asia","Under 5"
1951,0.027584816850705,"East Asia","Neonatal"
1951,0.0165044340917936,"East Asia","Neonatal"
1952,0.201890773516914,"East Asia","Under 5"
1952,0.0270560370516794,"East Asia","Neonatal"
1952,0.0160778542141987,"East Asia","Neonatal"
1953,0.196103960549024,"East Asia","Under 5"
1953,0.0266040302747397,"East Asia","Neonatal"
1953,0.0156995395654012,"East Asia","Neonatal"
1954,0.191694839892672,"East Asia","Under 5"
1954,0.0262843141690409,"East Asia","Neonatal"
1954,0.015406491668509,"East Asia","Neonatal"
1955,0.186686324679077,"East Asia","Under 5"
1955,0.0259789219710304,"East Asia","Neonatal"
1955,0.0151191270513083,"East Asia","Neonatal"
1956,0.180700338769373,"East Asia","Under 5"
1956,0.0253515500683884,"East Asia","Neonatal"
1956,0.0146614364080573,"East Asia","Neonatal"
1957,0.175059315451336,"East Asia","Under 5"
1957,0.0248136469941455,"East Asia","Neonatal"
1957,0.0142473136860558,"East Asia","Neonatal"
1958,0.243857142768832,"East Asia","Under 5"
1958,0.0242929046750166,"East Asia","Neonatal"
1958,0.0146240501203832,"East Asia","Neonatal"
1959,0.353956603448759,"East Asia","Under 5"
1959,0.0240573952724814,"East Asia","Neonatal"
1959,0.0157601337611924,"East Asia","Neonatal"
1960,0.535819102700033,"East Asia","Under 5"
1960,0.0247124243986522,"East Asia","Neonatal"
1960,0.0194955974054473,"East Asia","Neonatal"
1961,0.284746268036296,"East Asia","Under 5"
1961,0.0230505400598549,"East Asia","Neonatal"
1961,0.0141742357896447,"East Asia","Neonatal"
1962,0.168207426774632,"East Asia","Under 5"
1962,0.0225389918334409,"East Asia","Neonatal"
1962,0.0126454316214692,"East Asia","Neonatal"
1963,0.145562561348212,"East Asia","Under 5"
1963,0.0222130053407257,"East Asia","Neonatal"
1963,0.012232386767783,"East Asia","Neonatal"
1964,0.14030017083475,"East Asia","Under 5"
1964,0.021681802430167,"East Asia","Neonatal"
1964,0.011831268259084,"East Asia","Neonatal"
1965,0.134542269305521,"East Asia","Under 5"
1965,0.0210365911246314,"East Asia","Neonatal"
1965,0.0113703011639026,"East Asia","Neonatal"
1966,0.128960758534706,"East Asia","Under 5"
1966,0.0203894814924335,"East Asia","Neonatal"
1966,0.010915228676423,"East Asia","Neonatal"
1967,0.124153291300611,"East Asia","Under 5"
1967,0.0198278962152163,"East Asia","Neonatal"
1967,0.0105270711182675,"East Asia","Neonatal"
1968,0.11990645466821,"East Asia","Under 5"
1968,0.0193538312196882,"East Asia","Neonatal"
1968,0.0101835011617281,"East Asia","Neonatal"
1969,0.115057062231602,"East Asia","Under 5"
1969,0.0188112136734499,"East Asia","Neonatal"
1969,0.00979704446563331,"East Asia","Neonatal"
1970,0.109803532757472,"East Asia","Under 5"
1970,0.0182032765175465,"East Asia","Neonatal"
1970,0.00938388311639071,"East Asia","Neonatal"
1971,0.104702960782325,"East Asia","Under 5"
1971,0.0176139896565638,"East Asia","Neonatal"
1971,0.00898906864480432,"East Asia","Neonatal"
1972,0.100067543042311,"East Asia","Under 5"
1972,0.0170776333818071,"East Asia","Neonatal"
1972,0.00863486295982578,"East Asia","Neonatal"
1973,0.0955908653589802,"East Asia","Under 5"
1973,0.0165256726709455,"East Asia","Neonatal"
1973,0.00828884222537339,"East Asia","Neonatal"
1974,0.0914888675707821,"East Asia","Under 5"
1974,0.0159751993107349,"East Asia","Neonatal"
1974,0.00796641627110769,"East Asia","Neonatal"
1975,0.0868713368006865,"East Asia","Under 5"
1975,0.0152992354583043,"East Asia","Neonatal"
1975,0.00760318540124438,"East Asia","Neonatal"
1976,0.083836900054865,"East Asia","Under 5"
1976,0.0147008619464921,"East Asia","Neonatal"
1976,0.00731510363562986,"East Asia","Neonatal"
1977,0.0793618852115817,"East Asia","Under 5"
1977,0.0141468063601995,"East Asia","Neonatal"
1977,0.007031931321799,"East Asia","Neonatal"
1978,0.0757958013274544,"East Asia","Under 5"
1978,0.0135674547807752,"East Asia","Neonatal"
1978,0.00677216462058432,"East Asia","Neonatal"
1979,0.0727514258797261,"East Asia","Under 5"
1979,0.0130843195938615,"East Asia","Neonatal"
1979,0.00654814738244848,"East Asia","Neonatal"
1980,0.0696755382294332,"East Asia","Under 5"
1980,0.0126819611675586,"East Asia","Neonatal"
1980,0.00633747997277109,"East Asia","Neonatal"
1981,0.0668842016656664,"East Asia","Under 5"
1981,0.0123684466410522,"East Asia","Neonatal"
1981,0.00614084694751268,"East Asia","Neonatal"
1982,0.0642278694936591,"East Asia","Under 5"
1982,0.0120822948698744,"East Asia","Neonatal"
1982,0.00594077535500487,"East Asia","Neonatal"
1983,0.0617926787723996,"East Asia","Under 5"
1983,0.011820084085702,"East Asia","Neonatal"
1983,0.00574780309477796,"East Asia","Neonatal"
1984,0.0595774101520532,"East Asia","Under 5"
1984,0.0115657582209819,"East Asia","Neonatal"
1984,0.00555743697021102,"East Asia","Neonatal"
1985,0.0572203712204062,"East Asia","Under 5"
1985,0.0113192257119211,"East Asia","Neonatal"
1985,0.00534657448132767,"East Asia","Neonatal"
1986,0.0549664174083789,"East Asia","Under 5"
1986,0.0110319452861341,"East Asia","Neonatal"
1986,0.00513703698649773,"East Asia","Neonatal"
1987,0.0533041199653612,"East Asia","Under 5"
1987,0.0108290722760135,"East Asia","Neonatal"
1987,0.00496854714514232,"East Asia","Neonatal"
1988,0.0511284284921905,"East Asia","Under 5"
1988,0.010540827750776,"East Asia","Neonatal"
1988,0.00473857922405006,"East Asia","Neonatal"
1989,0.0490296482251407,"East Asia","Under 5"
1989,0.0103100680838301,"East Asia","Neonatal"
1989,0.00451627801767446,"East Asia","Neonatal"
1990,0.0472256837008158,"East Asia","Under 5"
1990,0.0101447198753832,"East Asia","Neonatal"
1990,0.00431779042817991,"East Asia","Neonatal"
1991,0.0464337479632988,"East Asia","Under 5"
1991,0.0102024046223405,"East Asia","Neonatal"
1991,0.00421423074521814,"East Asia","Neonatal"
1992,0.0446120889558226,"East Asia","Under 5"
1992,0.0100945759961477,"East Asia","Neonatal"
1992,0.0040335911162133,"East Asia","Neonatal"
1993,0.0428826752679783,"East Asia","Under 5"
1993,0.00998488228764292,"East Asia","Neonatal"
1993,0.00386770811853585,"East Asia","Neonatal"
1994,0.0412304426876134,"East Asia","Under 5"
1994,0.0098390256788247,"East Asia","Neonatal"
1994,0.0037228076320306,"East Asia","Neonatal"
1995,0.0417126401847665,"East Asia","Under 5"
1995,0.00970327611018548,"East Asia","Neonatal"
1995,0.00360240670969214,"East Asia","Neonatal"
1996,0.0402902637981138,"East Asia","Under 5"
1996,0.00955713706199835,"East Asia","Neonatal"
1996,0.0034772888567765,"East Asia","Neonatal"
1997,0.038708698002209,"East Asia","Under 5"
1997,0.00939115885276745,"East Asia","Neonatal"
1997,0.00334579119830353,"East Asia","Neonatal"
1998,0.037014892425576,"East Asia","Under 5"
1998,0.00917654633422051,"East Asia","Neonatal"
1998,0.00320724817804483,"East Asia","Neonatal"
1999,0.0353389090475118,"East Asia","Under 5"
1999,0.00896228211329127,"East Asia","Neonatal"
1999,0.00307407128442118,"East Asia","Neonatal"
2000,0.033499009106565,"East Asia","Under 5"
2000,0.00871668581975318,"East Asia","Neonatal"
2000,0.00293214914903689,"East Asia","Neonatal"
2001,0.0316297414772532,"East Asia","Under 5"
2001,0.00843365780005926,"East Asia","Neonatal"
2001,0.00278544717116461,"East Asia","Neonatal"
2002,0.0296970945520644,"East Asia","Under 5"
2002,0.00809894156208725,"East Asia","Neonatal"
2002,0.00262993539149578,"East Asia","Neonatal"
2003,0.0254365228762704,"East Asia","Under 5"
2003,0.00773044100281245,"East Asia","Neonatal"
2003,0.00247245923735421,"East Asia","Neonatal"
2004,0.0239244664426136,"East Asia","Under 5"
2004,0.00743989721027146,"East Asia","Neonatal"
2004,0.00235281970595083,"East Asia","Neonatal"
2005,0.0223473745915235,"East Asia","Under 5"
2005,0.00709033139074481,"East Asia","Neonatal"
2005,0.00222302705367554,"East Asia","Neonatal"
2006,0.0208091570975372,"East Asia","Under 5"
2006,0.00671208498665709,"East Asia","Neonatal"
2006,0.00208973777060186,"East Asia","Neonatal"
2007,0.0193138902095954,"East Asia","Under 5"
2007,0.00629899872969007,"East Asia","Neonatal"
2007,0.00195256138288993,"East Asia","Neonatal"
2008,0.0182998182862738,"East Asia","Under 5"
2008,0.00593091174745153,"East Asia","Neonatal"
2008,0.00183923141754903,"East Asia","Neonatal"
2009,0.0167501946359345,"East Asia","Under 5"
2009,0.00550293653791762,"East Asia","Neonatal"
2009,0.00170381680081431,"East Asia","Neonatal"
2010,0.0156408805727729,"East Asia","Under 5"
2010,0.00512249685631773,"East Asia","Neonatal"
2010,0.00159145837449142,"East Asia","Neonatal"
2011,0.0147124607515705,"East Asia","Under 5"
2011,0.0048032544839303,"East Asia","Neonatal"
2011,0.00149898126128115,"East Asia","Neonatal"
2012,0.0139023776653899,"East Asia","Under 5"
2012,0.00452157291649225,"East Asia","Neonatal"
2012,0.00141619779748892,"East Asia","Neonatal"
2013,0.0131887993383994,"East Asia","Under 5"
2013,0.00427801780826247,"East Asia","Neonatal"
2013,0.00134181154773296,"East Asia","Neonatal"
2014,0.0127941746750776,"East Asia","Under 5"
2014,0.00413815489937887,"East Asia","Neonatal"
2014,0.00129959267408632,"East Asia","Neonatal"
2015,0.0122133802663661,"East Asia","Under 5"
2015,0.00393407445727526,"East Asia","Neonatal"
2015,0.00123915095646356,"East Asia","Neonatal"
2016,0.0114952256797484,"East Asia","Under 5"
2016,0.00368556112735661,"East Asia","Neonatal"
2016,0.00116661774672804,"East Asia","Neonatal"
2017,0.0107687554411362,"East Asia","Under 5"
2017,0.0034481040182796,"East Asia","Neonatal"
2017,0.00109460094361799,"East Asia","Neonatal"
1950,0.217881826124082,"East Asia","Under 5"
1950,0.0326210910292554,"East Asia","Neonatal"
1950,0.0189218704933392,"East Asia","Neonatal"
1951,0.209211326221617,"East Asia","Under 5"
1951,0.0308513544896173,"East Asia","Neonatal"
1951,0.0177622008188409,"East Asia","Neonatal"
1952,0.202360664272568,"East Asia","Under 5"
1952,0.030310843851008,"East Asia","Neonatal"
1952,0.0173142521334131,"East Asia","Neonatal"
1953,0.196782105556492,"East Asia","Under 5"
1953,0.0298350398636327,"East Asia","Neonatal"
1953,0.0169086931106164,"East Asia","Neonatal"
1954,0.192619959309797,"East Asia","Under 5"
1954,0.0295067804189377,"East Asia","Neonatal"
1954,0.0165949972094966,"East Asia","Neonatal"
1955,0.187862510089869,"East Asia","Under 5"
1955,0.0291966594396279,"East Asia","Neonatal"
1955,0.0162899521554412,"East Asia","Neonatal"
1956,0.181969819260171,"East Asia","Under 5"
1956,0.0285281207109206,"East Asia","Neonatal"
1956,0.0157995955998034,"East Asia","Neonatal"
1957,0.176435568603904,"East Asia","Under 5"
1957,0.0279459789518892,"East Asia","Neonatal"
1957,0.0153580901588244,"East Asia","Neonatal"
1958,0.248700939993773,"East Asia","Under 5"
1958,0.0273433225718006,"East Asia","Neonatal"
1958,0.0157303305636611,"East Asia","Neonatal"
1959,0.363212392683409,"East Asia","Under 5"
1959,0.0270444619006295,"East Asia","Neonatal"
1959,0.0168895516965389,"East Asia","Neonatal"
1960,0.549711319314762,"East Asia","Under 5"
1960,0.027679398827315,"East Asia","Neonatal"
1960,0.0207519873484272,"East Asia","Neonatal"
1961,0.292087687400301,"East Asia","Under 5"
1961,0.0259711444879567,"East Asia","Neonatal"
1961,0.0152195257209587,"East Asia","Neonatal"
1962,0.170953947900288,"East Asia","Under 5"
1962,0.0254515640574333,"East Asia","Neonatal"
1962,0.0136249551578041,"East Asia","Neonatal"
1963,0.147506228704283,"East Asia","Under 5"
1963,0.0251033290574225,"East Asia","Neonatal"
1963,0.0131874928018861,"East Asia","Neonatal"
1964,0.142263080226438,"East Asia","Under 5"
1964,0.0245216692677306,"East Asia","Neonatal"
1964,0.0127570020097963,"East Asia","Neonatal"
1965,0.136481806889237,"East Asia","Under 5"
1965,0.0238198075732209,"East Asia","Neonatal"
1965,0.0122575493699651,"East Asia","Neonatal"
1966,0.130871362140112,"East Asia","Under 5"
1966,0.0231187119649713,"East Asia","Neonatal"
1966,0.0117664711170726,"East Asia","Neonatal"
1967,0.126041584957355,"East Asia","Under 5"
1967,0.022514150261134,"East Asia","Neonatal"
1967,0.0113504917639471,"East Asia","Neonatal"
1968,0.121779794794669,"East Asia","Under 5"
1968,0.0220015557932189,"East Asia","Neonatal"
1968,0.0109868571861035,"East Asia","Neonatal"
1969,0.116937859501033,"East Asia","Under 5"
1969,0.0214133723821257,"East Asia","Neonatal"
1969,0.0105772143961132,"East Asia","Neonatal"
1970,0.111692434210461,"East Asia","Under 5"
1970,0.02076058114939,"East Asia","Neonatal"
1970,0.0101369295960835,"East Asia","Neonatal"
1971,0.106605333116043,"East Asia","Under 5"
1971,0.0201278936921739,"East Asia","Neonatal"
1971,0.00971807497514136,"East Asia","Neonatal"
1972,0.101984201615237,"East Asia","Under 5"
1972,0.0195341317104325,"East Asia","Neonatal"
1972,0.00934295434983427,"East Asia","Neonatal"
1973,0.0975057648693094,"East Asia","Under 5"
1973,0.0189122373639365,"East Asia","Neonatal"
1973,0.00897126722968253,"East Asia","Neonatal"
1974,0.0933654261669412,"East Asia","Under 5"
1974,0.0182911428096354,"East Asia","Neonatal"
1974,0.00861507481553296,"East Asia","Neonatal"
1975,0.0886970153531373,"East Asia","Under 5"
1975,0.0175209836727997,"East Asia","Neonatal"
1975,0.00821079983423709,"East Asia","Neonatal"
1976,0.0855920814168138,"East Asia","Under 5"
1976,0.0168263429637509,"East Asia","Neonatal"
1976,0.00788525012991091,"East Asia","Neonatal"
1977,0.0810724584216415,"East Asia","Under 5"
1977,0.0161765039001537,"East Asia","Neonatal"
1977,0.00756568104527603,"East Asia","Neonatal"
1978,0.0774586473253016,"East Asia","Under 5"
1978,0.0155063766398521,"East Asia","Neonatal"
1978,0.00727066055622123,"East Asia","Neonatal"
1979,0.0743524242833734,"East Asia","Under 5"
1979,0.014938036191455,"East Asia","Neonatal"
1979,0.00701331981700455,"East Asia","Neonatal"
1980,0.0712967048908767,"East Asia","Under 5"
1980,0.0144658243995572,"East Asia","Neonatal"
1980,0.00677562255148459,"East Asia","Neonatal"
1981,0.0684951407244311,"East Asia","Under 5"
1981,0.0140673455073433,"East Asia","Neonatal"
1981,0.00655023925818784,"East Asia","Neonatal"
1982,0.0658336166529335,"East Asia","Under 5"
1982,0.0136912514309684,"East Asia","Neonatal"
1982,0.0063220146326841,"East Asia","Neonatal"
1983,0.0634059118167494,"East Asia","Under 5"
1983,0.0133512697288797,"East Asia","Neonatal"
1983,0.00610451940724633,"East Asia","Neonatal"
1984,0.06123359221952,"East Asia","Under 5"
1984,0.0130277485195542,"East Asia","Neonatal"
1984,0.00589762615883692,"East Asia","Neonatal"
1985,0.0589043614915227,"East Asia","Under 5"
1985,0.0127135064823194,"East Asia","Neonatal"
1985,0.00566871676850995,"East Asia","Neonatal"
1986,0.0566819190577793,"East Asia","Under 5"
1986,0.0123559751402985,"East Asia","Neonatal"
1986,0.00543997727755253,"East Asia","Neonatal"
1987,0.0550671161379865,"East Asia","Under 5"
1987,0.0120994780649119,"East Asia","Neonatal"
1987,0.00526075844041419,"East Asia","Neonatal"
1988,0.0529189899437392,"East Asia","Under 5"
1988,0.0117457930489542,"East Asia","Neonatal"
1988,0.00502696012685764,"East Asia","Neonatal"
1989,0.0508446027662249,"East Asia","Under 5"
1989,0.0114557256970854,"East Asia","Neonatal"
1989,0.00480459945224245,"East Asia","Neonatal"
1990,0.0490745269423092,"East Asia","Under 5"
1990,0.0112349472819164,"East Asia","Neonatal"
1990,0.00460401657080893,"East Asia","Neonatal"
1991,0.0483481476082787,"East Asia","Under 5"
1991,0.0112677121655105,"East Asia","Neonatal"
1991,0.00450351014549967,"East Asia","Neonatal"
1992,0.0465675808659864,"East Asia","Under 5"
1992,0.0111398088086812,"East Asia","Neonatal"
1992,0.00432508351669013,"East Asia","Neonatal"
1993,0.0448844354337457,"East Asia","Under 5"
1993,0.0110094240900674,"East Asia","Neonatal"
1993,0.00416292139584421,"East Asia","Neonatal"
1994,0.0432773739011535,"East Asia","Under 5"
1994,0.0108413798281619,"East Asia","Neonatal"
1994,0.00402083234805443,"East Asia","Neonatal"
1995,0.0438167947885663,"East Asia","Under 5"
1995,0.0107059391195444,"East Asia","Neonatal"
1995,0.00390277888903258,"East Asia","Neonatal"
1996,0.0424274928361141,"East Asia","Under 5"
1996,0.0105552895144659,"East Asia","Neonatal"
1996,0.00377388561110023,"East Asia","Neonatal"
1997,0.0408746803654519,"East Asia","Under 5"
1997,0.0103809536225987,"East Asia","Neonatal"
1997,0.00363294122310384,"East Asia","Neonatal"
1998,0.0391818185801821,"East Asia","Under 5"
1998,0.0101620479137083,"East Asia","Neonatal"
1998,0.00348057878505823,"East Asia","Neonatal"
1999,0.0375105787696818,"East Asia","Under 5"
1999,0.00993042831922366,"East Asia","Neonatal"
1999,0.00333018791933929,"East Asia","Neonatal"
2000,0.0356543032064527,"East Asia","Under 5"
2000,0.00965222386257015,"East Asia","Neonatal"
2000,0.00316948751732805,"East Asia","Neonatal"
2001,0.0337608093314752,"East Asia","Under 5"
2001,0.00933025823017226,"East Asia","Neonatal"
2001,0.00300433539150924,"East Asia","Neonatal"
2002,0.0317983118838623,"East Asia","Under 5"
2002,0.00895798491913662,"East Asia","Neonatal"
2002,0.00283342972035348,"East Asia","Neonatal"
2003,0.0275255211192565,"East Asia","Under 5"
2003,0.00853717698234202,"East Asia","Neonatal"
2003,0.00265713286786794,"East Asia","Neonatal"
2004,0.0260002360064386,"East Asia","Under 5"
