"year","mean","location","age"
1996,0.117209809749158,"Cambodia","Under 5"
1996,0.0286541984448288,"Cambodia","Neonatal"
1996,0.0120276312442676,"Cambodia","Neonatal"
1997,0.11443570993411,"Cambodia","Under 5"
1997,0.0281734181114006,"Cambodia","Neonatal"
1997,0.0114892501284965,"Cambodia","Neonatal"
1998,0.111075800728175,"Cambodia","Under 5"
1998,0.027740237980386,"Cambodia","Neonatal"
1998,0.0109952074937153,"Cambodia","Neonatal"
1999,0.10680216090048,"Cambodia","Under 5"
1999,0.0272885240245876,"Cambodia","Neonatal"
1999,0.0104521651144118,"Cambodia","Neonatal"
2000,0.101479896009338,"Cambodia","Under 5"
2000,0.0267580244732487,"Cambodia","Neonatal"
2000,0.00979368810256559,"Cambodia","Neonatal"
2001,0.0958414496771649,"Cambodia","Under 5"
2001,0.0262352375223624,"Cambodia","Neonatal"
2001,0.00915323672665356,"Cambodia","Neonatal"
2002,0.0900309207887339,"Cambodia","Under 5"
2002,0.0257013315018372,"Cambodia","Neonatal"
2002,0.00854382209233377,"Cambodia","Neonatal"
2003,0.0841398091883344,"Cambodia","Under 5"
2003,0.0249845370309336,"Cambodia","Neonatal"
2003,0.00798390746948789,"Cambodia","Neonatal"
2004,0.0785074601069151,"Cambodia","Under 5"
2004,0.0241642530645687,"Cambodia","Neonatal"
2004,0.00750858589815189,"Cambodia","Neonatal"
2005,0.0729185736282119,"Cambodia","Under 5"
2005,0.0231761655965298,"Cambodia","Neonatal"
2005,0.00707942945744978,"Cambodia","Neonatal"
2006,0.0678104009031444,"Cambodia","Under 5"
2006,0.022182143039033,"Cambodia","Neonatal"
2006,0.00670407853400721,"Cambodia","Neonatal"
2007,0.0630277572303223,"Cambodia","Under 5"
2007,0.0211729404563338,"Cambodia","Neonatal"
2007,0.00635719368281762,"Cambodia","Neonatal"
2008,0.0586220836568748,"Cambodia","Under 5"
2008,0.0201526036581062,"Cambodia","Neonatal"
2008,0.00602055777360801,"Cambodia","Neonatal"
2009,0.0547947834105813,"Cambodia","Under 5"
2009,0.0191996108203267,"Cambodia","Neonatal"
2009,0.00570978446396693,"Cambodia","Neonatal"
2010,0.0515427757293436,"Cambodia","Under 5"
2010,0.0183540042097313,"Cambodia","Neonatal"
2010,0.00544091540047455,"Cambodia","Neonatal"
2011,0.0480835570375043,"Cambodia","Under 5"
2011,0.0174498605712086,"Cambodia","Neonatal"
2011,0.0051433534962148,"Cambodia","Neonatal"
2012,0.0452252444232972,"Cambodia","Under 5"
2012,0.0167342923402228,"Cambodia","Neonatal"
2012,0.00488998999391843,"Cambodia","Neonatal"
2013,0.0426721089720188,"Cambodia","Under 5"
2013,0.0160104958421919,"Cambodia","Neonatal"
2013,0.00463959982781477,"Cambodia","Neonatal"
2014,0.0405926389871171,"Cambodia","Under 5"
2014,0.0154700394077141,"Cambodia","Neonatal"
2014,0.00443870484867163,"Cambodia","Neonatal"
2015,0.0387675658572538,"Cambodia","Under 5"
2015,0.0150231447586041,"Cambodia","Neonatal"
2015,0.00426185452753892,"Cambodia","Neonatal"
2016,0.0368632322544156,"Cambodia","Under 5"
2016,0.014524468990151,"Cambodia","Neonatal"
2016,0.00407754040762344,"Cambodia","Neonatal"
2017,0.0348968930667887,"Cambodia","Under 5"
2017,0.0138657535732335,"Cambodia","Neonatal"
2017,0.00386927155644965,"Cambodia","Neonatal"
1950,0.222659788564358,"Cambodia","Under 5"
1950,0.0461682142793849,"Cambodia","Neonatal"
1950,0.0261437850237777,"Cambodia","Neonatal"
1951,0.221021482946714,"Cambodia","Under 5"
1951,0.0456813763018901,"Cambodia","Neonatal"
1951,0.025908414597002,"Cambodia","Neonatal"
1952,0.218171505506772,"Cambodia","Under 5"
1952,0.0449526588081814,"Cambodia","Neonatal"
1952,0.0255520561005093,"Cambodia","Neonatal"
1953,0.216257196363611,"Cambodia","Under 5"
1953,0.0444325416668695,"Cambodia","Neonatal"
1953,0.0253063644386975,"Cambodia","Neonatal"
1954,0.21258447296155,"Cambodia","Under 5"
1954,0.0436686225727891,"Cambodia","Neonatal"
1954,0.0249182886338043,"Cambodia","Neonatal"
1955,0.210372749688726,"Cambodia","Under 5"
1955,0.0431986763054634,"Cambodia","Neonatal"
1955,0.0246950923993141,"Cambodia","Neonatal"
1956,0.206911625862396,"Cambodia","Under 5"
1956,0.0425191278100703,"Cambodia","Neonatal"
1956,0.0243025012010317,"Cambodia","Neonatal"
1957,0.203460483166546,"Cambodia","Under 5"
1957,0.0417225235069056,"Cambodia","Neonatal"
1957,0.0239029768842699,"Cambodia","Neonatal"
1958,0.199792966959594,"Cambodia","Under 5"
1958,0.0409193587619383,"Cambodia","Neonatal"
1958,0.023463978680806,"Cambodia","Neonatal"
1959,0.195636800182746,"Cambodia","Under 5"
1959,0.0400535604670465,"Cambodia","Neonatal"
1959,0.0229547517018968,"Cambodia","Neonatal"
1960,0.191207110908772,"Cambodia","Under 5"
1960,0.0389959973399482,"Cambodia","Neonatal"
1960,0.0224010887154782,"Cambodia","Neonatal"
1961,0.187547377500123,"Cambodia","Under 5"
1961,0.0382882081980783,"Cambodia","Neonatal"
1961,0.0219453503660005,"Cambodia","Neonatal"
1962,0.183627916937351,"Cambodia","Under 5"
1962,0.0375068627006999,"Cambodia","Neonatal"
1962,0.0214627148389434,"Cambodia","Neonatal"
1963,0.179923268724148,"Cambodia","Under 5"
1963,0.036806629216595,"Cambodia","Neonatal"
1963,0.0210262995042417,"Cambodia","Neonatal"
1964,0.176672004944044,"Cambodia","Under 5"
1964,0.0361273826812644,"Cambodia","Neonatal"
1964,0.0206510092493316,"Cambodia","Neonatal"
1965,0.173550080736947,"Cambodia","Under 5"
1965,0.0354567035323453,"Cambodia","Neonatal"
1965,0.0202923327965395,"Cambodia","Neonatal"
1966,0.170425382946348,"Cambodia","Under 5"
1966,0.034749720919309,"Cambodia","Neonatal"
1966,0.0199381368851434,"Cambodia","Neonatal"
1967,0.167216014801101,"Cambodia","Under 5"
1967,0.033983273855384,"Cambodia","Neonatal"
1967,0.0195576948666949,"Cambodia","Neonatal"
1968,0.164102148384149,"Cambodia","Under 5"
1968,0.0332765876710649,"Cambodia","Neonatal"
1968,0.0192169654478705,"Cambodia","Neonatal"
1969,0.161034044175083,"Cambodia","Under 5"
1969,0.032568648450328,"Cambodia","Neonatal"
1969,0.0188833058214044,"Cambodia","Neonatal"
1970,0.181052984646004,"Cambodia","Under 5"
1970,0.0337948222283739,"Cambodia","Neonatal"
1970,0.0196297225723434,"Cambodia","Neonatal"
1971,0.178592147830142,"Cambodia","Under 5"
1971,0.0333257101293527,"Cambodia","Neonatal"
1971,0.0193963023308049,"Cambodia","Neonatal"
1972,0.175258696090142,"Cambodia","Under 5"
1972,0.0325504214622606,"Cambodia","Neonatal"
1972,0.0190539588471203,"Cambodia","Neonatal"
1973,0.178446302020427,"Cambodia","Under 5"
1973,0.0330633239993385,"Cambodia","Neonatal"
1973,0.0195303271701463,"Cambodia","Neonatal"
1974,0.180083323267917,"Cambodia","Under 5"
1974,0.0333583839693413,"Cambodia","Neonatal"
1974,0.0198136170302524,"Cambodia","Neonatal"
1975,0.271036359511873,"Cambodia","Under 5"
1975,0.040834125316418,"Cambodia","Neonatal"
1975,0.0238805705526609,"Cambodia","Neonatal"
1976,0.27112745403472,"Cambodia","Under 5"
1976,0.0406514851267246,"Cambodia","Neonatal"
1976,0.023805395771047,"Cambodia","Neonatal"
1977,0.272228288075411,"Cambodia","Under 5"
1977,0.0405180353785303,"Cambodia","Neonatal"
1977,0.0238078278676203,"Cambodia","Neonatal"
1978,0.272357074862495,"Cambodia","Under 5"
1978,0.0402999179078942,"Cambodia","Neonatal"
1978,0.0236846270881527,"Cambodia","Neonatal"
1979,0.274011862497269,"Cambodia","Under 5"
1979,0.0402104185877667,"Cambodia","Neonatal"
1979,0.0236557598994321,"Cambodia","Neonatal"
1980,0.147550135484622,"Cambodia","Under 5"
1980,0.0293401499197714,"Cambodia","Neonatal"
1980,0.0176407651629097,"Cambodia","Neonatal"
1981,0.143847039517603,"Cambodia","Under 5"
1981,0.0288257283740045,"Cambodia","Neonatal"
1981,0.0172939730308432,"Cambodia","Neonatal"
1982,0.139504197546704,"Cambodia","Under 5"
1982,0.0281287709972013,"Cambodia","Neonatal"
1982,0.0168430836139973,"Cambodia","Neonatal"
1983,0.134905280540213,"Cambodia","Under 5"
1983,0.0274697954507186,"Cambodia","Neonatal"
1983,0.0163088233906275,"Cambodia","Neonatal"
1984,0.130593649274701,"Cambodia","Under 5"
1984,0.0268681746079039,"Cambodia","Neonatal"
1984,0.0157817046349084,"Cambodia","Neonatal"
1985,0.126835872329588,"Cambodia","Under 5"
1985,0.026353292089791,"Cambodia","Neonatal"
1985,0.0153093198901638,"Cambodia","Neonatal"
1986,0.123863799435906,"Cambodia","Under 5"
1986,0.0260190224337186,"Cambodia","Neonatal"
1986,0.0149285423911026,"Cambodia","Neonatal"
1987,0.117972885768719,"Cambodia","Under 5"
1987,0.0254352669101084,"Cambodia","Neonatal"
1987,0.0144126742513239,"Cambodia","Neonatal"
1988,0.114472302823119,"Cambodia","Under 5"
1988,0.024929737612662,"Cambodia","Neonatal"
1988,0.0139382251199905,"Cambodia","Neonatal"
1989,0.111986564259179,"Cambodia","Under 5"
1989,0.0243439452067206,"Cambodia","Neonatal"
1989,0.0134843321857231,"Cambodia","Neonatal"
1990,0.109502416070857,"Cambodia","Under 5"
1990,0.0238235944402757,"Cambodia","Neonatal"
1990,0.0130231901321996,"Cambodia","Neonatal"
1991,0.107510027433312,"Cambodia","Under 5"
1991,0.0233557663022432,"Cambodia","Neonatal"
1991,0.0124955220173492,"Cambodia","Neonatal"
1992,0.105716705501239,"Cambodia","Under 5"
1992,0.0230597212244787,"Cambodia","Neonatal"
1992,0.0119331815065113,"Cambodia","Neonatal"
1993,0.104475445178993,"Cambodia","Under 5"
1993,0.0229346341640808,"Cambodia","Neonatal"
1993,0.0114107154806538,"Cambodia","Neonatal"
1994,0.103596792006885,"Cambodia","Under 5"
1994,0.0228354271110618,"Cambodia","Neonatal"
1994,0.0109163899316159,"Cambodia","Neonatal"
1995,0.101893670352925,"Cambodia","Under 5"
1995,0.0227344467767713,"Cambodia","Neonatal"
1995,0.0104116207613295,"Cambodia","Neonatal"
1996,0.100184982617036,"Cambodia","Under 5"
1996,0.0226546474053254,"Cambodia","Neonatal"
1996,0.00990724546004277,"Cambodia","Neonatal"
1997,0.0976278962531554,"Cambodia","Under 5"
1997,0.0224837993574894,"Cambodia","Neonatal"
1997,0.00937092835059851,"Cambodia","Neonatal"
1998,0.0945194803519726,"Cambodia","Under 5"
1998,0.0221893577483333,"Cambodia","Neonatal"
1998,0.00886313411478545,"Cambodia","Neonatal"
1999,0.0905255153768294,"Cambodia","Under 5"
1999,0.0216813177270206,"Cambodia","Neonatal"
1999,0.00834571220802363,"Cambodia","Neonatal"
2000,0.0856535046153041,"Cambodia","Under 5"
2000,0.0210778939628941,"Cambodia","Neonatal"
2000,0.00778384207527096,"Cambodia","Neonatal"
2001,0.0804582460223627,"Cambodia","Under 5"
2001,0.0204313452788092,"Cambodia","Neonatal"
2001,0.00725236033071619,"Cambodia","Neonatal"
2002,0.0751724332947995,"Cambodia","Under 5"
2002,0.0198628101293776,"Cambodia","Neonatal"
2002,0.00674985195321676,"Cambodia","Neonatal"
2003,0.0699417372088162,"Cambodia","Under 5"
2003,0.0193532723948013,"Cambodia","Neonatal"
2003,0.00624242611562883,"Cambodia","Neonatal"
2004,0.0650458027825226,"Cambodia","Under 5"
2004,0.0189912159939091,"Cambodia","Neonatal"
2004,0.00575174864323675,"Cambodia","Neonatal"
2005,0.0602546912096575,"Cambodia","Under 5"
2005,0.0186467193970823,"Cambodia","Neonatal"
2005,0.0052833107671635,"Cambodia","Neonatal"
2006,0.0559204076130695,"Cambodia","Under 5"
2006,0.0183519914672043,"Cambodia","Neonatal"
2006,0.00485877864229353,"Cambodia","Neonatal"
2007,0.0518956201711953,"Cambodia","Under 5"
2007,0.0179541259507771,"Cambodia","Neonatal"
2007,0.00447291226222737,"Cambodia","Neonatal"
2008,0.0482079114188324,"Cambodia","Under 5"
2008,0.0174612966624003,"Cambodia","Neonatal"
2008,0.00414372720533094,"Cambodia","Neonatal"
2009,0.0449866175994867,"Cambodia","Under 5"
2009,0.0169417761831984,"Cambodia","Neonatal"
2009,0.00387781577160537,"Cambodia","Neonatal"
2010,0.0422162968715951,"Cambodia","Under 5"
2010,0.0164265165363058,"Cambodia","Neonatal"
2010,0.00365505973336445,"Cambodia","Neonatal"
2011,0.0393119903942185,"Cambodia","Under 5"
2011,0.0157585021950386,"Cambodia","Neonatal"
2011,0.00342405196184802,"Cambodia","Neonatal"
2012,0.0368681666473275,"Cambodia","Under 5"
2012,0.0151612829700424,"Cambodia","Neonatal"
2012,0.00323668739276898,"Cambodia","Neonatal"
2013,0.0347005386480463,"Cambodia","Under 5"
2013,0.0144736674181725,"Cambodia","Neonatal"
2013,0.0030688520547194,"Cambodia","Neonatal"
2014,0.0329082417184399,"Cambodia","Under 5"
2014,0.0138988639986673,"Cambodia","Neonatal"
2014,0.0029406085169992,"Cambodia","Neonatal"
2015,0.0313252576023305,"Cambodia","Under 5"
2015,0.0133871014729224,"Cambodia","Neonatal"
2015,0.00282851130481546,"Cambodia","Neonatal"
2016,0.0296679407655824,"Cambodia","Under 5"
2016,0.0128344222705998,"Cambodia","Neonatal"
2016,0.00270629985463208,"Cambodia","Neonatal"
2017,0.0280227019971996,"Cambodia","Under 5"
2017,0.0121714330572834,"Cambodia","Neonatal"
2017,0.00257566401892541,"Cambodia","Neonatal"
1950,0.239000523118903,"Cambodia","Under 5"
1950,0.0518994100369461,"Cambodia","Neonatal"
1950,0.0322053060319835,"Cambodia","Neonatal"
1951,0.236883064916795,"Cambodia","Under 5"
1951,0.0512128273304969,"Cambodia","Neonatal"
1951,0.0318291232278073,"Cambodia","Neonatal"
1952,0.233855398993867,"Cambodia","Under 5"
1952,0.0503983813245523,"Cambodia","Neonatal"
1952,0.0313853209159293,"Cambodia","Neonatal"
1953,0.231859078026469,"Cambodia","Under 5"
1953,0.0498272334698635,"Cambodia","Neonatal"
1953,0.0310831454974047,"Cambodia","Neonatal"
1954,0.228117809498363,"Cambodia","Under 5"
1954,0.0490021739820434,"Cambodia","Neonatal"
1954,0.0306160844281496,"Cambodia","Neonatal"
1955,0.225827319300074,"Cambodia","Under 5"
1955,0.0484836952123561,"Cambodia","Neonatal"
1955,0.0303328527664243,"Cambodia","Neonatal"
1956,0.22221269372698,"Cambodia","Under 5"
1956,0.0477497554262614,"Cambodia","Neonatal"
1956,0.0298435807960467,"Cambodia","Neonatal"
1957,0.21860739444501,"Cambodia","Under 5"
1957,0.0468965431859328,"Cambodia","Neonatal"
1957,0.0293410521742544,"Cambodia","Neonatal"
1958,0.214749108264169,"Cambodia","Under 5"
1958,0.0460090998858539,"Cambodia","Neonatal"
1958,0.0287880347368761,"Cambodia","Neonatal"
1959,0.210366315467787,"Cambodia","Under 5"
1959,0.0450214293433723,"Cambodia","Neonatal"
1959,0.0281575020140951,"Cambodia","Neonatal"
1960,0.205685079774689,"Cambodia","Under 5"
1960,0.0438309846704306,"Cambodia","Neonatal"
1960,0.0274908392555932,"Cambodia","Neonatal"
1961,0.201817219390249,"Cambodia","Under 5"
1961,0.0430163859488658,"Cambodia","Neonatal"
1961,0.0269309797707896,"Cambodia","Neonatal"
1962,0.197662960905471,"Cambodia","Under 5"
1962,0.0421186789309665,"Cambodia","Neonatal"
1962,0.0263378377251968,"Cambodia","Neonatal"
1963,0.193743858830203,"Cambodia","Under 5"
1963,0.0413376759558754,"Cambodia","Neonatal"
1963,0.0257920031655752,"Cambodia","Neonatal"
1964,0.190319752642741,"Cambodia","Under 5"
1964,0.0406005408783532,"Cambodia","Neonatal"
1964,0.0253303933375808,"Cambodia","Neonatal"
1965,0.187025256442333,"Cambodia","Under 5"
1965,0.0398735317576222,"Cambodia","Neonatal"
1965,0.024878377329648,"Cambodia","Neonatal"
1966,0.183734699383183,"Cambodia","Under 5"
1966,0.0391102749835898,"Cambodia","Neonatal"
1966,0.024434922225829,"Cambodia","Neonatal"
1967,0.180333833511654,"Cambodia","Under 5"
1967,0.0382668472109369,"Cambodia","Neonatal"
1967,0.0239684279627715,"Cambodia","Neonatal"
1968,0.177075307265699,"Cambodia","Under 5"
1968,0.0374851720145096,"Cambodia","Neonatal"
1968,0.0235448401013457,"Cambodia","Neonatal"
1969,0.173848553461516,"Cambodia","Under 5"
1969,0.0367390928240475,"Cambodia","Neonatal"
1969,0.0231298361193838,"Cambodia","Neonatal"
1970,0.18976918191185,"Cambodia","Under 5"
1970,0.0374623877435031,"Cambodia","Neonatal"
1970,0.0235561755774346,"Cambodia","Neonatal"
1971,0.187520756353736,"Cambodia","Under 5"
1971,0.0369719580381065,"Cambodia","Neonatal"
1971,0.0233335101219345,"Cambodia","Neonatal"
1972,0.184387391457421,"Cambodia","Under 5"
1972,0.0361666962225688,"Cambodia","Neonatal"
1972,0.0230094938360903,"Cambodia","Neonatal"
1973,0.188346611428476,"Cambodia","Under 5"
1973,0.0368250536157938,"Cambodia","Neonatal"
1973,0.0237053183239846,"Cambodia","Neonatal"
1974,0.190621865368342,"Cambodia","Under 5"
1974,0.0372328378588969,"Cambodia","Neonatal"
1974,0.0241335161199114,"Cambodia","Neonatal"
1975,0.265085179096914,"Cambodia","Under 5"
1975,0.042429551896686,"Cambodia","Neonatal"
1975,0.0269044041221927,"Cambodia","Neonatal"
1976,0.264438160464294,"Cambodia","Under 5"
1976,0.0420472151753164,"Cambodia","Neonatal"
1976,0.0267187156343608,"Cambodia","Neonatal"
1977,0.264606682016728,"Cambodia","Under 5"
1977,0.0417205968527543,"Cambodia","Neonatal"
1977,0.0265961913293679,"Cambodia","Neonatal"
1978,0.263838077470154,"Cambodia","Under 5"
1978,0.0412805073359227,"Cambodia","Neonatal"
1978,0.0263459232155243,"Cambodia","Neonatal"
1979,0.264549897175346,"Cambodia","Under 5"
1979,0.0410341094754744,"Cambodia","Neonatal"
1979,0.0262101483576415,"Cambodia","Neonatal"
1980,0.159281273609881,"Cambodia","Under 5"
1980,0.032848033922867,"Cambodia","Neonatal"
1980,0.0217024622037989,"Cambodia","Neonatal"
1981,0.15535437407474,"Cambodia","Under 5"
1981,0.032209542991179,"Cambodia","Neonatal"
1981,0.0212622789469824,"Cambodia","Neonatal"
1982,0.150845360387986,"Cambodia","Under 5"
1982,0.0314454637265626,"Cambodia","Neonatal"
1982,0.0206865061903048,"Cambodia","Neonatal"
1983,0.146119824977205,"Cambodia","Under 5"
1983,0.0307496560881598,"Cambodia","Neonatal"
1983,0.019983685678095,"Cambodia","Neonatal"
1984,0.14173574969978,"Cambodia","Under 5"
1984,0.0301216428509013,"Cambodia","Neonatal"
1984,0.0192943521233431,"Cambodia","Neonatal"
1985,0.137843804489306,"Cambodia","Under 5"
1985,0.0296041114173092,"Cambodia","Neonatal"
1985,0.0186343820074306,"Cambodia","Neonatal"
1986,0.13461932651042,"Cambodia","Under 5"
1986,0.0292453869335181,"Cambodia","Neonatal"
1986,0.0179809047722097,"Cambodia","Neonatal"
1987,0.128919298009956,"Cambodia","Under 5"
1987,0.0286616802247672,"Cambodia","Neonatal"
1987,0.0171681858639606,"Cambodia","Neonatal"
1988,0.12507463774545,"Cambodia","Under 5"
1988,0.028155054644746,"Cambodia","Neonatal"
1988,0.0163539323460381,"Cambodia","Neonatal"
1989,0.122157225674355,"Cambodia","Under 5"
1989,0.0275973650522322,"Cambodia","Neonatal"
1989,0.0155790874241502,"Cambodia","Neonatal"
1990,0.119373631587422,"Cambodia","Under 5"
1990,0.0271301744796984,"Cambodia","Neonatal"
1990,0.0148643222340135,"Cambodia","Neonatal"
1991,0.117072798433279,"Cambodia","Under 5"
1991,0.0267032174776524,"Cambodia","Neonatal"
1991,0.0141395892723981,"Cambodia","Neonatal"
1992,0.115032423961974,"Cambodia","Under 5"
1992,0.0264621606102242,"Cambodia","Neonatal"
1992,0.0134253335150969,"Cambodia","Neonatal"
1993,0.113619902386937,"Cambodia","Under 5"
1993,0.0263657458187664,"Cambodia","Neonatal"
1993,0.0127781298994777,"Cambodia","Neonatal"
1994,0.112593508041172,"Cambodia","Under 5"
1994,0.0261941354030021,"Cambodia","Neonatal"
1994,0.0121559701054294,"Cambodia","Neonatal"
1995,0.110768729672848,"Cambodia","Under 5"
1995,0.0259704147106753,"Cambodia","Neonatal"
1995,0.0115417650975766,"Cambodia","Neonatal"
1996,0.108906261370277,"Cambodia","Under 5"
1996,0.0257265449967146,"Cambodia","Neonatal"
1996,0.0109895028673228,"Cambodia","Neonatal"
1997,0.106238360525068,"Cambodia","Under 5"
1997,0.025397169972975,"Cambodia","Neonatal"
1997,0.0104524438291708,"Cambodia","Neonatal"
1998,0.103001161882407,"Cambodia","Under 5"
1998,0.0250329030702049,"Cambodia","Neonatal"
1998,0.00995130647389653,"Cambodia","Neonatal"
1999,0.0988641628448004,"Cambodia","Under 5"
1999,0.0245551378050028,"Cambodia","Neonatal"
1999,0.0094201917588786,"Cambodia","Neonatal"
2000,0.0937613820876131,"Cambodia","Under 5"
2000,0.0239896580535283,"Cambodia","Neonatal"
2000,0.00880883986622029,"Cambodia","Neonatal"
2001,0.0883391597555113,"Cambodia","Under 5"
2001,0.0234059960940052,"Cambodia","Neonatal"
2001,0.00822186002822379,"Cambodia","Neonatal"
2002,0.0827847391468488,"Cambodia","Under 5"
2002,0.0228558952844809,"Cambodia","Neonatal"
2002,0.0076650893454088,"Cambodia","Neonatal"
2003,0.077215400480482,"Cambodia","Under 5"
2003,0.022241369749312,"Cambodia","Neonatal"
2003,0.00713146543444514,"Cambodia","Neonatal"
2004,0.07194154174429,"Cambodia","Under 5"
2004,0.0216453915005039,"Cambodia","Neonatal"
2004,0.00664924465911318,"Cambodia","Neonatal"
2005,0.0667411906015813,"Cambodia","Under 5"
2005,0.0209708409749012,"Cambodia","Neonatal"
2005,0.00620152297449428,"Cambodia","Neonatal"
2006,0.062010057575826,"Cambodia","Under 5"
2006,0.0203163120866029,"Cambodia","Neonatal"
2006,0.00580306349081868,"Cambodia","Neonatal"
2007,0.0575967540148344,"Cambodia","Under 5"
2007,0.0196022095951778,"Cambodia","Neonatal"
2007,0.00543831770951686,"Cambodia","Neonatal"
2008,0.0535408221441882,"Cambodia","Under 5"
2008,0.0188345024121708,"Cambodia","Neonatal"
2008,0.00510574116430188,"Cambodia","Neonatal"
2009,0.0500087857052093,"Cambodia","Under 5"
2009,0.0180920222301845,"Cambodia","Neonatal"
2009,0.00481625580350544,"Cambodia","Neonatal"
2010,0.0469913651509719,"Cambodia","Under 5"
2010,0.0174086841800028,"Cambodia","Neonatal"
2010,0.00456955074267237,"Cambodia","Neonatal"
2011,0.0438024194779799,"Cambodia","Under 5"
2011,0.0166211646152283,"Cambodia","Neonatal"
2011,0.00430410804743758,"Cambodia","Neonatal"
2012,0.0411461374643571,"Cambodia","Under 5"
2012,0.015965379950999,"Cambodia","Neonatal"
2012,0.00408248000006932,"Cambodia","Neonatal"
2013,0.0387811679357892,"Cambodia","Under 5"
2013,0.0152606768606819,"Cambodia","Neonatal"
2013,0.00387229748368083,"Cambodia","Neonatal"
2014,0.0368419791841448,"Cambodia","Under 5"
2014,0.0147034314546823,"Cambodia","Neonatal"
2014,0.00370707269022825,"Cambodia","Neonatal"
2015,0.0351351014664869,"Cambodia","Under 5"
2015,0.014224876068709,"Cambodia","Neonatal"
2015,0.00356179420436609,"Cambodia","Neonatal"
2016,0.0333513194197583,"Cambodia","Under 5"
2016,0.0136998341687181,"Cambodia","Neonatal"
2016,0.00340775853466701,"Cambodia","Neonatal"
2017,0.0315415830859083,"Cambodia","Under 5"
2017,0.0130389127340444,"Cambodia","Neonatal"
2017,0.00323738641740154,"Cambodia","Neonatal"
1950,0.0926878844779627,"Cambodia","Neonatal"
1951,0.0918601000719067,"Cambodia","Neonatal"
1952,0.0905177167804454,"Cambodia","Neonatal"
1953,0.0896008312068112,"Cambodia","Neonatal"
1954,0.0882523922874476,"Cambodia","Neonatal"
1955,0.0873992339252853,"Cambodia","Neonatal"
1956,0.0861076603347759,"Cambodia","Neonatal"
1957,0.0846789678227468,"Cambodia","Neonatal"
1958,0.0831297102203272,"Cambodia","Neonatal"
1959,0.0813641951574254,"Cambodia","Neonatal"
1960,0.0793598792734305,"Cambodia","Neonatal"
1961,0.0778410079829066,"Cambodia","Neonatal"
1962,0.0761916620030505,"Cambodia","Neonatal"
1963,0.0747299500520351,"Cambodia","Neonatal"
1964,0.073433527039615,"Cambodia","Neonatal"
1965,0.0721511192972556,"Cambodia","Neonatal"
1966,0.0708442564630468,"Cambodia","Neonatal"
1967,0.0694198867913554,"Cambodia","Neonatal"
1968,0.0681040450447523,"Cambodia","Neonatal"
1969,0.0668682477192274,"Cambodia","Neonatal"
1970,0.0672220604540161,"Cambodia","Neonatal"
1971,0.0665194873291091,"Cambodia","Neonatal"
1972,0.0654213358936998,"Cambodia","Neonatal"
1973,0.0670770673179446,"Cambodia","Neonatal"
1974,0.0681275311199906,"Cambodia","Neonatal"
1975,0.0725271183890026,"Cambodia","Neonatal"
1976,0.0716748834524236,"Cambodia","Neonatal"
1977,0.0709451908638674,"Cambodia","Neonatal"
1978,0.0699559498473608,"Cambodia","Neonatal"
1979,0.0693355230720891,"Cambodia","Neonatal"
1980,0.0609133107948292,"Cambodia","Neonatal"
1981,0.059690158547296,"Cambodia","Neonatal"
1982,0.0581975240486154,"Cambodia","Neonatal"
1983,0.0566395711805705,"Cambodia","Neonatal"
1984,0.0551757873169987,"Cambodia","Neonatal"
1985,0.0538465700694811,"Cambodia","Neonatal"
1986,0.0525807852862387,"Cambodia","Neonatal"
1987,0.0509419110835986,"Cambodia","Neonatal"
1988,0.0493375210858572,"Cambodia","Neonatal"
1989,0.0477607844266752,"Cambodia","Neonatal"
1990,0.0464177519532972,"Cambodia","Neonatal"
1991,0.0451448838305498,"Cambodia","Neonatal"
1992,0.0441204315132713,"Cambodia","Neonatal"
1993,0.0433064062272153,"Cambodia","Neonatal"
1994,0.0423448257060949,"Cambodia","Neonatal"
1995,0.0413121948426256,"Cambodia","Neonatal"
1996,0.0403371875566019,"Cambodia","Neonatal"
1997,0.0393389767922405,"Cambodia","Neonatal"
1998,0.038430435801582,"Cambodia","Neonatal"
1999,0.0374554649801658,"Cambodia","Neonatal"
2000,0.0362896528298824,"Cambodia","Neonatal"
2001,0.0351483369093938,"Cambodia","Neonatal"
2002,0.0340255659902832,"Cambodia","Neonatal"
2003,0.0327689702685985,"Cambodia","Neonatal"
2004,0.0314913995929206,"Cambodia","Neonatal"
2005,0.0300915210245447,"Cambodia","Neonatal"
2006,0.0287375107440541,"Cambodia","Neonatal"
2007,0.0273955336558357,"Cambodia","Neonatal"
2008,0.026051831517102,"Cambodia","Neonatal"
2009,0.0247997696447175,"Cambodia","Neonatal"
2010,0.0236950570260408,"Cambodia","Neonatal"
2011,0.022503463266046,"Cambodia","Neonatal"
2012,0.0215424518120422,"Cambodia","Neonatal"
2013,0.020575813376254,"Cambodia","Neonatal"
2014,0.0198400773174576,"Cambodia","Neonatal"
2015,0.0192209728286357,"Cambodia","Neonatal"
2016,0.0185427852885678,"Cambodia","Neonatal"
2017,0.0176813747637735,"Cambodia","Neonatal"
1950,0.0711049874341108,"Cambodia","Neonatal"
1951,0.070406258862301,"Cambodia","Neonatal"
1952,0.0693560820489572,"Cambodia","Neonatal"
1953,0.0686144800132076,"Cambodia","Neonatal"
1954,0.067498763865084,"Cambodia","Neonatal"
1955,0.0668269734018861,"Cambodia","Neonatal"
1956,0.065788307856431,"Cambodia","Neonatal"
